     mag        RA       DEC         x         y         z        vx        vy        vz 
   23.48    254.43     -6.35     -30.4    -107.0     -11.9      -4.8     -14.2      -1.1 
   24.32    255.62     -6.86     -27.9     -98.6     -13.3      -6.3     -18.0      -2.9 
   24.19    256.46    -13.92     -23.3    -102.4     -24.5      -4.4     -16.0       2.4 
   24.38    255.74     -11.2     -24.9     -96.7     -21.9      -2.7     -16.3      -1.6 
   23.87    261.08     -9.61     -16.7    -111.3     -18.2      -2.9     -17.7       0.0 
   24.25    257.01    -11.91     -24.3    -102.8     -22.5      -7.7     -16.9       2.7 
    24.4    261.06    -12.45     -15.7    -102.0     -22.4      -1.9     -13.9      -2.2 
   24.37    259.03     -8.21     -20.3    -105.5     -17.6      -2.7     -14.9      -2.6 
   24.26    257.81      -5.6     -23.8    -113.2     -10.2      -4.8     -15.9       2.6 
   24.12    253.84    -12.77     -30.4     -95.8     -23.5      -5.5     -15.3       2.9 
   24.18    259.64     -7.38     -19.4     -98.3     -14.2      -2.7     -16.4      -1.6 
   24.27    262.49    -14.82     -13.1    -101.3     -28.2      -7.3     -18.7       2.0 
   24.27    254.44     -8.52     -26.4     -96.7     -16.5      -3.1     -16.1       0.6 
   24.39    253.21     -8.15     -33.0     -99.7     -16.0      -6.5     -19.0       0.8 
   24.21    251.58    -11.34     -32.0     -93.1     -20.3      -3.8     -15.5      -3.6 
   24.01    257.65    -10.64     -23.1     -98.3     -18.6      -5.6     -16.0      -1.2 
   24.42    257.86    -13.99     -20.6    -105.7     -24.8      -4.9     -14.1       0.8 
   24.31    254.95     -9.09     -27.8    -107.5     -18.2      -1.9     -16.6       1.6 
   24.33    257.66    -10.01     -23.1    -107.7     -18.7      -1.6     -13.4       1.5 
   23.61    260.62    -10.66     -16.4    -100.1     -21.7      -5.8     -13.8      -3.9 
   23.81    257.91     -8.17     -24.6     -98.2     -15.4      -2.9     -14.8      -0.7 
   21.34    258.94     -2.92     -21.6    -105.3      -5.4      -1.0     -12.9       0.6 
   23.79    256.95     -8.14     -22.3    -104.2     -15.5      -6.2     -17.3      -2.4 
   23.94    255.09    -13.85     -26.1     -98.7     -24.7      -4.9     -16.8      -2.5 
   23.89    259.04     -6.35     -18.8    -110.9     -12.0      -3.5     -14.9      -4.1 
   24.29    261.04     -5.82     -17.4    -101.1     -12.2      -7.7     -12.3      -1.9 
   22.47    252.55    -11.84     -30.8     -99.2     -21.3      -2.7     -14.1       5.5 
   22.03    255.59     -9.54     -25.7    -108.0     -17.6      -3.2     -17.7      -1.4 
   24.17    257.72     -9.62     -22.5    -107.6     -17.3      -0.9     -12.8      -1.3 
    23.7    257.02     -6.77     -24.2    -103.3     -11.6      -3.5     -17.6       3.9 
   23.95    258.26     -8.59     -22.4    -101.8     -15.4      -7.6     -13.0       2.2 
   23.91    258.79     -7.05     -21.5    -107.6     -13.2      -5.0     -15.8       0.7 
   24.25    259.21    -15.79     -18.7    -100.1     -28.4      -4.3     -15.0       0.9 
   22.76    256.56    -14.97     -24.2     -90.2     -28.2      -2.3     -13.6       1.3 
   23.79    259.79    -10.77     -19.3     -97.4     -19.3      -4.0     -15.9      -0.1 
   24.09     255.3     -6.39     -25.7    -104.3     -12.5      -4.4     -15.4       4.7 
   24.27    255.68     -5.26     -26.1    -103.9     -10.7      -4.5     -14.5      -1.8 
   21.34    257.08    -10.78     -23.6    -108.9     -20.9      -9.0     -17.2       0.9 
   24.13    253.54    -12.73     -30.1     -99.2     -23.9      -6.8     -18.0       2.0 
   23.83    260.38     -9.35     -17.7     -98.9     -17.3      -4.7     -15.9       0.1 
   23.87    256.43     -6.62     -25.0    -109.1     -12.9      -3.7     -14.7      -1.9 
   24.18    255.61    -10.05     -27.5    -102.9     -18.7      -4.4     -13.2      -1.5 
   24.38    255.76    -12.46     -28.0    -109.6     -23.1      -5.1     -14.9      -2.0 
   24.39    255.06     -7.69     -29.8    -106.2     -14.3      -5.5     -15.0      -1.9 
   24.39    256.39    -11.11     -24.1     -99.4     -21.2      -5.4     -13.3      -0.7 
   24.25    258.06     -6.74     -20.8    -101.4     -12.3      -4.1     -15.6       2.0 
   23.29    256.45    -11.96     -26.2    -106.9     -20.6      -2.0     -13.7       2.4 
   23.98    256.71    -10.68     -25.1    -107.3     -19.7      -0.7     -13.9      -2.4 
   24.39    252.19      -5.7     -32.7    -109.0     -11.2      -8.7     -12.1       1.5 
   24.39    256.51     -6.32     -25.1    -111.4     -12.8      -2.8     -13.4      -0.5 
   23.74    257.95     -6.91     -21.8    -107.9     -13.1      -5.3     -16.7      -2.4 
   21.01    256.18     -9.41     -24.9    -105.1     -16.7       0.5     -15.0      -2.3 
    24.3     260.7    -13.17     -17.5    -106.1     -25.6      -4.9     -15.5      -0.0 
   24.35    257.69    -13.15     -21.0    -107.1     -22.0      -4.2     -13.8      -1.1 
   24.12    258.53    -11.69     -22.2    -106.2     -22.2      -2.3     -10.9       1.2 
   24.37    254.92     -9.21     -26.0     -99.7     -17.6      -1.5     -17.2       0.2 
   24.14    258.35    -12.62     -22.2    -101.4     -23.3      -0.4     -14.8      -2.1 
   24.13    258.26     -6.35     -21.3     -98.9     -11.4      -4.6     -17.5       1.6 
    24.4    255.41    -12.74     -27.2    -101.7     -24.4       0.2     -13.7       0.7 
   24.04    256.72    -11.19     -24.5     -94.7     -22.4      -2.1     -16.3      -3.0 
   24.39     252.9     -6.55     -31.5    -100.2     -12.6      -7.5     -18.4       3.3 
   24.07    257.25     -8.64     -23.0    -103.6     -15.8      -4.1     -16.5      -3.3 
   24.36    253.88    -12.42     -29.7    -105.3     -25.2      -7.6     -15.9      -2.4 
   23.72    255.62     -14.2     -26.7    -101.6     -26.6      -2.6     -16.6      -0.2 
   24.25     261.3      -8.2     -16.9    -108.2     -15.4      -4.1     -14.4      -1.9 
   24.37    260.66    -11.17     -16.5     -97.2     -21.2      -5.5     -15.5       0.5 
   20.71     261.0    -13.17     -15.6    -105.7     -24.7      -4.1     -20.5      -2.9 
    24.4    259.43    -11.91     -19.3    -111.0     -22.2      -2.8     -15.2       0.7 
    23.8    256.27    -10.31     -25.2     -96.3     -20.0      -5.7     -17.9       0.6 
   20.44    256.62    -10.43     -24.5    -103.3     -19.4      -3.1     -14.2      -2.5 
    24.3    256.18     -7.89     -26.2    -108.1     -13.1       0.5     -18.6      -2.0 
   24.25    258.19      -4.2     -22.6    -107.2      -8.2      -4.2     -12.5       1.2 
   24.29    255.13    -11.57     -28.8    -103.6     -22.3      -4.9     -15.6      -1.7 
   24.01     256.3    -10.85     -25.1    -102.4     -20.4      -1.8     -17.8      -2.1 
   23.31    257.04    -10.39     -22.8    -110.2     -20.1      -1.9     -15.6       4.4 
    24.4    258.61    -12.36     -19.7    -112.6     -22.8      -1.2     -16.4      -1.9 
   24.13    257.13    -11.94     -24.2     -99.4     -21.4      -3.0     -13.8       1.6 
   24.41    256.72    -16.23     -25.3     -94.4     -30.4      -1.1     -17.3       0.5 
   24.32    253.96     -8.97     -29.1    -103.0     -18.4      -6.2     -11.1       1.4 
   24.37    255.83    -13.06     -26.5    -100.2     -24.6      -2.6     -16.5       0.4 
   24.42    256.01     -6.76     -23.6    -102.4     -13.1      -5.3     -14.5       2.2 
   24.23    257.86    -10.59     -22.1    -112.2     -19.8      -6.3     -17.2      -1.7 
   24.42    257.11     -4.78     -22.6    -106.2      -8.9      -2.3     -11.0       0.0 
    24.2    257.38     -5.51     -23.6    -105.1     -10.2      -5.1     -16.4       1.0 
   24.27    261.04     -5.14     -15.1    -102.3      -9.4      -5.7     -15.5      -0.3 
   24.37    259.56    -11.29     -19.9    -106.4     -21.6      -6.0     -14.2      -0.8 
   23.09    258.02     -5.27     -23.4    -104.6     -10.4      -7.0     -16.6      -3.3 
   23.26    257.06     -9.97     -22.8    -100.9     -16.9      -6.1     -14.6       3.1 
   24.39    257.04    -10.73     -23.5    -109.6     -19.7      -4.7     -17.1      -1.9 
    23.9    254.41     -9.88     -29.2     -96.7     -18.1      -3.0     -17.5      -3.0 
   23.52    256.45    -12.73     -25.1    -101.5     -23.2      -4.8     -21.2      -2.3 
   24.29    259.35    -10.89     -19.9    -106.4     -23.0      -4.0     -16.7       2.8 
   24.34    257.91     -7.68     -22.5    -105.6     -14.1      -2.2     -15.9       2.2 
   24.22    261.68     -9.07     -15.3    -105.7     -16.6      -4.2     -15.4       3.4 
   24.32    259.02     -14.1     -20.5     -99.2     -29.8      -2.3     -17.6       2.3 
   24.41    257.54     -7.65     -22.2     -97.2     -15.0      -7.4     -15.5      -0.0 
   24.32    249.59     -4.46     -32.5    -104.3      -8.2      -6.5     -15.2       0.0 
   24.36    259.85     -9.33     -18.8     -99.8     -18.7      -4.8     -15.2      -2.4 
   24.01    256.41     -7.01     -22.4    -106.1     -12.8      -4.0     -19.7      -2.5 
   23.99    256.35    -10.16     -27.6    -102.9     -18.4      -5.4     -17.8       1.9 
   23.46    258.98    -11.62     -19.2    -109.3     -21.8      -2.2     -12.9       1.4 
