     mag        RA       DEC         x         y         z        vx        vy        vz 
   25.09    142.21      -0.9    -103.2      76.8      -2.1      -3.1      -3.9      -0.6 
   25.19    139.46      -1.7    -100.6      88.9      -4.1      -6.2       2.4      -4.3 
   24.52    137.63      -3.2     -97.8      80.9      -6.7      -4.7      -0.7      -1.2 
    24.8    138.57     -1.42     -96.0      87.4      -3.2      -0.9      -2.1       1.9 
   22.76    137.18     -3.75     -95.5      90.9      -8.3      -5.9      -4.0       2.1 
   25.18    134.83     -2.85     -90.7      94.1      -6.1      -2.5      -0.1       0.4 
   25.09    144.51      0.76    -105.9      78.8       1.5      -9.8      -1.7      -3.0 
    25.1    138.44     -5.45     -94.5      82.1     -11.6      -4.1       2.3      -1.1 
   25.22    134.93     -3.35     -90.9      90.8      -7.2      -4.3      -0.1      -3.8 
   25.08    137.39      1.76     -94.0      81.8       3.8      -6.4      -1.3      -0.6 
   24.97    140.27     -5.56     -99.1      83.0     -12.7      -3.6       0.6       1.5 
   25.17    138.82      -1.0     -95.8      82.2      -2.2      -5.9      -0.8      -2.6 
   25.22    141.48     -5.42    -101.7      77.2     -11.4      -7.3       0.2      -0.2 
   24.89    140.15     -1.92     -97.4      83.7      -4.2      -9.8      -2.6      -3.3 
   25.24    138.44      -6.2     -97.2      85.2     -15.0      -2.8      -0.5      -2.3 
   25.24     135.4     -3.14     -85.3      91.9      -6.8      -4.5       0.1       1.7 
   24.46    140.97     -2.13    -104.3      79.7      -4.8      -4.3      -3.3      -1.3 
   24.85    143.96     -3.49    -109.9      75.8      -7.6      -8.1      -1.5      -2.0 
   25.01    139.12      -6.2     -96.1      82.0     -13.8      -4.4      -0.8      -0.5 
   24.31    137.56     -0.19     -92.0      79.8      -0.4      -5.6       1.1      -5.3 
   25.05    137.61     -3.57     -93.7      82.3      -7.6      -5.6      -1.1      -0.1 
   21.53    137.35     -2.14     -98.3      90.5      -4.7      -7.3      -1.1       2.0 
   21.07    139.03      -2.8     -95.2      81.5      -5.6      -6.2      -2.8      -2.3 
   25.09    142.14     -0.17     -94.4      77.0      -0.4      -3.5      -0.7       0.2 
    24.4    139.65     -2.29    -103.0      82.2      -5.1      -7.9      -3.4      -0.7 
   25.18    138.98     -2.42    -101.6      81.6      -5.2      -5.7      -4.2      -2.1 
   25.15    138.51      -1.4    -107.8      85.5      -3.3      -7.4       1.5      -2.1 
   25.24    140.29     -1.26     -99.7      85.4      -2.8      -4.5      -0.0       0.1 
   25.15    143.15     -0.35    -109.4      73.7      -0.8      -7.6      -0.8      -3.9 
   25.15    139.02     -3.75    -101.3      79.6      -7.9      -7.0      -0.2      -2.9 
   25.12     137.5     -1.71     -98.3      80.4      -3.9      -3.1      -2.4      -1.3 
   25.09    139.12     -2.77     -97.6      80.7      -5.9      -5.5      -0.1      -2.2 
   24.99    138.98     -5.48     -96.9      81.7     -12.3      -3.3      -1.0       1.1 
   24.99    134.37     -2.76     -91.1      95.7      -5.9      -7.1      -2.4       3.4 
   25.03    138.25      -0.6     -93.1      80.0      -1.3      -4.9       3.5      -1.5 
   21.27    141.92     -1.25     -95.7      84.0      -2.7      -6.9      -2.0       2.5 
   25.06    137.58     -1.73     -92.9      87.7      -3.9      -6.8      -0.6      -2.9 
   25.17    140.98     -3.47     -97.8      79.1      -7.8      -6.6       1.7      -1.2 
   24.85    137.02     -0.91     -90.3      89.2      -2.1      -5.0      -1.0       1.7 
   24.87    140.92      -1.8    -101.2      83.9      -4.0      -6.9      -1.2       2.4 
   25.11    140.04     -1.32     -98.5      81.4      -3.2      -2.1      -1.1       0.7 
   24.44    140.71      0.74     -94.4      83.2       1.6      -4.9      -2.8      -3.3 
   25.25    133.52      3.27     -88.9      96.1       7.2      -3.2      -1.2       0.2 
   25.22    136.91      1.48     -88.0      82.8       3.3      -7.7      -0.0      -1.9 
   23.72    137.18     -1.32     -89.0      86.6      -2.8      -9.0       0.6       2.6 
   23.25    140.43     -1.67    -105.2      79.9      -3.8      -4.6      -2.5      -0.0 
   25.03    136.38     -2.15     -87.8      88.9      -5.0      -3.4      -3.9      -1.8 
   25.22    140.23      0.51    -103.6      85.8       1.2      -7.4       1.0      -1.5 
   25.11    138.09     -0.26     -93.3      87.2      -0.6      -8.5      -1.5      -3.6 
   21.87    135.49      2.01     -92.2      86.2       4.6      -4.6       0.1      -1.6 
   25.17    143.55     -3.12    -111.1      76.3      -7.2      -5.7      -1.5      -7.4 
   25.23    138.92     -2.78     -99.1      89.5      -6.5      -3.9      -1.8       1.2 
   24.97    140.14     -2.52    -100.4      79.2      -5.6      -5.6      -0.5      -1.3 
   25.26    139.13      0.16    -103.4      81.9       0.4      -4.5      -0.5      -0.8 
   25.11     138.8      0.59    -100.2      85.2       1.3      -3.8      -1.2       0.7 
   25.25    139.41     -1.35     -99.4      83.2      -3.1      -6.1      -3.0      -2.9 
   25.17    138.82     -6.65    -101.9      81.9     -15.5      -6.0      -0.3       1.2 
   24.91    139.54     -0.84     -94.7      86.6      -1.9      -3.6       1.0       3.1 
   25.19     137.0     -3.21     -94.7      86.3      -7.5      -8.4      -2.0       3.1 
   25.18    138.63     -0.99     -96.1      85.1      -2.1      -4.6      -4.3      -1.9 
   25.26    139.06     -4.55     -92.0      88.0      -9.9      -6.0       2.0      -0.3 
   25.09    137.58      0.34     -95.2      75.6       0.8      -7.3      -4.9       0.8 
   25.07    138.94     -0.13    -100.0      83.0      -0.3      -2.0      -2.2       2.6 
   24.74    139.31     -3.43     -96.4      85.4      -7.6      -5.0      -2.5      -4.0 
   25.21    143.56      0.13    -105.4      79.6       0.3      -4.7      -1.8      -1.0 
   25.21    136.17     -4.46     -89.5      86.4     -10.0      -4.7      -2.4      -0.4 
   25.27    136.65     -4.81     -91.0      82.0     -10.6      -7.7      -2.4       1.9 
   24.79    137.37     -1.29     -94.6      91.4      -2.9      -5.5      -2.3       1.0 
    24.8    138.48     -2.57     -97.4      85.5      -5.8      -6.1       3.6       2.3 
   25.27    139.85     -2.76     -93.1      82.0      -5.7      -5.5      -5.2       3.2 
   24.85    136.27     -0.47     -99.4      83.8      -1.0      -5.9      -2.1      -1.1 
   25.17    136.99     -5.82     -95.4      87.0     -12.9      -5.8      -2.1      -1.1 
   25.17    139.81     -3.39     -99.9      84.8      -7.9      -6.6      -3.5      -3.4 
   25.15    138.84     -0.24     -95.6      86.1      -0.5      -6.3       0.2       2.4 
   25.13    135.69     -2.09     -93.3      85.6      -4.3      -6.6      -1.5      -3.1 
   24.66    139.07     -3.07     -89.0      85.4      -7.1      -6.0      -2.5       1.3 
   24.99    136.96     -3.58     -94.7      89.6      -7.5      -4.5      -3.5      -1.1 
   25.21    139.91     -2.68    -103.7      79.4      -6.2      -5.9      -1.4      -4.4 
   25.24    135.76      2.89     -92.8      84.8       6.4      -5.2      -0.2      -7.3 
   24.39    138.36     -4.64     -92.2      91.5     -10.7      -9.3      -0.3       0.7 
   21.97    140.23      0.87     -95.6      82.2       2.1      -4.5      -2.1       1.0 
   25.07    141.22     -2.28     -99.2      82.7      -5.2      -5.0       0.6       3.9 
   25.25    138.61     -0.78     -91.1      83.2      -1.7      -8.6      -0.7       1.5 
    24.4    138.01     -2.44     -98.4      85.5      -5.7      -4.0      -2.4       0.5 
   25.11    139.36     -3.34     -97.2      79.5      -7.3      -7.0       1.1       1.1 
    25.0    137.93     -2.21     -93.0      86.2      -4.8      -3.1       2.0       1.4 
   23.01     140.2     -0.48     -98.8      84.9      -1.1      -4.2      -3.5      -2.0 
   24.65    141.33      2.09     -96.9      87.6       4.4      -8.4      -1.4      -0.6 
   24.91    136.23     -2.97     -91.0      87.5      -6.4      -5.0       0.9      -3.6 
   25.24    135.98     -3.77     -95.5      89.0      -7.9      -5.3      -6.1      -2.9 
   24.79    137.89     -5.52     -92.7      84.3     -12.2      -6.3      -4.9      -1.3 
   25.17    138.29     -4.13     -98.2      84.2      -9.2      -6.8      -5.2      -0.3 
   25.08    138.49     -2.71     -93.6      85.3      -6.5      -5.5      -0.9      -2.1 
   24.97    141.12      2.27     -96.3      82.8       5.4      -8.5      -1.0      -2.5 
   25.08    142.37     -3.44    -102.4      74.9      -8.0      -8.0      -1.8      -1.4 
   25.19    140.14     -3.55     -94.7      84.2      -7.4      -5.7       1.8      -3.0 
   25.14     142.9     -2.66     -96.6      79.3      -5.9      -5.5      -2.9      -1.5 
   21.86     139.9      0.53     -99.9      81.5       1.2      -6.7      -1.7      -2.4 
   24.93    138.77     -3.15     -94.9      81.4      -6.8     -10.0       0.7      -2.8 
   24.87    138.62      0.69     -99.3      85.5       1.5      -1.1      -2.3      -0.5 
   25.01    133.58     -3.54     -84.5      93.9      -8.1      -7.1      -1.1       0.7 
   24.18    140.22     -2.71     -93.9      83.4      -5.9      -6.3      -4.8      -1.6 
   25.13    143.28     -4.91    -100.7      77.0     -10.7      -3.8      -0.1      -0.3 
   25.03    136.75      0.61     -91.0      88.1       1.5      -5.3       0.4       1.3 
    25.1    142.98      2.23    -112.3      81.0       4.7      -6.7      -1.0      -0.9 
   25.21    137.12     -0.55     -98.2      83.9      -1.3      -2.6      -1.2      -0.1 
   21.69    137.44     -1.02     -86.1      90.6      -2.3      -5.2      -3.4      -0.5 
   23.03    134.56     -3.19     -90.8      92.9      -7.4      -6.7      -2.6      -1.7 
   25.23    136.21     -2.81     -93.8      92.2      -6.6      -2.9      -4.8       1.5 
   24.87    142.86     -4.02     -98.2      76.1      -8.8      -6.1      -4.6       0.4 
   23.87    140.06     -2.18     -94.2      82.8      -5.2      -7.6       1.3       2.7 
   24.97    139.92      3.49     -95.1      84.1       7.4     -10.0      -4.3      -2.9 
    24.9    139.64      -4.3     -97.0      78.0     -10.0      -5.4      -2.4      -0.9 
   25.15    138.56      1.58     -98.0      87.4       3.7      -4.2      -2.2      -1.5 
   25.27    135.99     -3.59     -86.1      91.6      -7.8      -6.7       1.4      -2.7 
   25.02    138.37     -1.08     -90.2      82.3      -2.4      -7.9      -0.9      -2.2 
   25.18    142.32     -4.94    -100.1      73.9     -11.9      -6.0      -0.1       0.2 
   25.12    138.68     -2.37     -91.5      83.3      -5.4      -6.8      -3.0      -2.6 
   24.91    138.74     -1.68     -89.5      89.0      -3.8      -7.6      -1.0       0.6 
   25.11    137.03      1.56     -91.0      92.3       3.6      -6.5      -3.1      -2.0 
   25.25    137.11     -2.61     -91.7      85.4      -5.9      -7.6      -1.9       1.6 
   24.96     139.7      0.31     -96.5      81.5       0.7      -8.4      -2.2      -3.6 
   25.21    141.35     -0.87     -97.0      77.6      -2.0      -4.6      -5.7       0.5 
   24.98    139.14     -2.28    -106.4      82.2      -4.9      -7.9      -3.8      -0.1 
   25.12    138.23      -3.4     -94.5      91.5      -7.4     -10.7      -5.1      -2.5 
   25.21    141.87     -1.73     -95.9      77.0      -3.7      -6.7      -2.6      -3.7 
   25.04    143.09     -2.25    -107.5      76.0      -5.5      -6.3      -2.3      -0.3 
   25.08    136.55     -3.12     -95.4      90.8      -6.8      -6.3      -0.2      -2.5 
   24.93    140.03     -5.01    -102.1      78.9     -10.7      -9.6      -4.2      -1.5 
   24.91    137.69     -2.95     -92.2      85.3      -6.4      -6.4      -1.2      -4.7 
   25.27    140.22     -4.46     -96.9      80.9      -9.3      -6.6       2.0      -2.9 
   24.86     140.6     -1.67     -95.1      81.2      -3.5      -6.5       1.7      -3.3 
   25.25    135.23     -0.18     -92.9      94.6      -0.4      -5.5      -0.7      -3.5 
   24.96    141.33     -2.39    -105.1      81.2      -5.3      -6.8      -0.9      -0.1 
   25.18    135.43     -2.83     -96.2      90.1      -6.1      -5.5      -0.9      -1.0 
   25.23    135.66     -1.25     -94.7      95.3      -2.9      -4.4      -6.4       1.4 
   24.75    140.99     -0.35     -98.9      77.7      -0.8      -5.1      -2.3      -1.8 
   25.05    134.65     -0.13     -91.8      88.7      -0.3      -5.6      -2.4      -0.3 
   24.81    137.58      0.91     -99.9      83.9       2.0      -5.5      -5.9      -0.2 
   25.24    136.34      -3.0     -96.0      85.0      -6.7      -5.4      -3.7      -2.6 
   23.04    137.03     -0.31     -97.3      81.5      -0.7      -6.5       1.3      -1.6 
   25.19    133.67     -0.27     -87.7      85.7      -0.6      -7.3      -6.4       3.9 
   25.09    138.85     -1.45     -94.9      79.6      -3.2      -6.2      -4.6       0.6 
   24.28    136.65     -0.24     -92.2      83.9      -0.5      -9.5      -4.4      -4.8 
   25.26     138.3     -0.26     -95.8      86.8      -0.6      -5.4      -3.2      -0.3 
   25.05    137.49     -1.68     -98.5      95.7      -3.8     -11.3      -0.5      -1.4 
   25.23    137.16      -0.1     -93.3      83.9      -0.2     -12.1      -3.4       0.8 
   25.16     139.4     -1.34     -95.2      83.9      -3.0      -7.8       2.3      -1.8 
   25.25    141.17      0.56     -97.7      80.2       1.3      -2.5      -3.0      -1.9 
   25.14    138.31     -6.73     -97.7      89.7     -15.1      -9.4      -1.6       0.2 
   25.17    142.82     -4.79    -105.9      75.5     -10.2      -5.7       0.4       1.0 
   24.78    136.56      0.95     -94.9      88.3       2.0      -9.4       0.5       0.7 
   25.17    140.77      0.24    -108.8      84.3       0.5      -5.3       0.6      -0.6 
   23.03    137.78     -4.29     -95.2      88.1     -10.0      -9.7       2.1      -0.7 
   24.93    134.44     -1.23     -95.5      88.6      -2.8      -5.7      -3.3       1.2 
   22.21    137.73     -1.63     -99.4      92.1      -3.4      -5.9      -1.4       0.2 
   21.27    136.88     -2.22     -90.3      88.9      -4.7      -7.0      -5.2       1.7 
   25.16    141.11      1.08     -88.5      79.7       2.3      -5.3      -2.0      -0.8 
   20.98    138.93     -1.19     -91.6      85.5      -2.6      -5.6      -2.1      -0.9 
   23.74    139.43       1.0    -100.0      84.6       2.4      -3.9      -1.2      -0.8 
   25.14    138.45     -4.61    -101.2      81.9     -10.1     -10.0       0.5       2.7 
   24.56    136.96      -4.5    -100.7      81.9     -10.8      -4.8       1.6      -3.1 
   24.87    139.86      0.43     -97.5      85.4       1.0      -5.2       1.6      -2.2 
   24.96    141.02     -0.42     -94.2      85.7      -1.0      -8.4      -2.9       1.0 
    25.2    140.38     -3.28     -94.5      77.7      -7.3      -5.9      -0.8       2.5 
   22.11    138.47     -4.16     -99.7      87.0      -9.1      -3.1       0.8       0.7 
   25.18    142.49      2.98    -103.5      76.8       6.4      -7.0      -2.0      -2.5 
   25.15    137.91      0.02     -94.5      86.3       0.1      -2.3       0.1       0.1 
   24.57    136.04     -1.29     -98.5      92.1      -3.1      -9.1      -2.2      -1.6 
   25.26    137.82     -1.56     -93.4      89.1      -3.2      -5.2      -3.7      -2.1 
   24.68    138.64       1.6     -97.6      83.2       3.6      -7.0      -1.3       2.1 
   24.41    139.99     -0.66     -98.1      90.4      -1.4      -5.9       1.4       0.6 
   25.06    139.93     -3.33     -91.5      77.9      -7.8      -4.5      -0.8      -0.8 
   25.13    140.43     -2.22     -95.0      80.3      -5.0      -6.4      -5.4      -2.5 
   25.23     136.4      -6.1     -82.8      92.0     -14.5      -6.6      -3.7      -1.5 
   22.26    139.85     -0.93     -99.5      85.6      -2.2      -8.0      -0.7      -1.0 
   25.17    139.79     -4.34    -108.4      89.5     -10.2      -7.4      -0.4       2.5 
   24.77    141.77     -3.19    -101.4      80.9      -7.1      -3.4      -2.3      -0.3 
   25.13    137.72     -9.38     -97.7      85.8     -21.3      -3.0       0.7      -2.2 
   25.24    140.16     -3.17     -94.5      82.3      -6.6      -6.6       1.2      -3.0 
   24.85    138.48     -0.61    -102.0      79.2      -1.3      -7.7      -0.6      -4.6 
   25.12    140.23     -0.85     -96.2      87.6      -1.9      -5.5       0.1      -2.2 
   24.97     135.5      0.95     -96.2      91.6       2.1      -0.6      -1.1      -3.7 
   24.97    140.48     -3.99     -95.8      77.1      -9.1      -3.2      -3.5      -1.3 
   25.06    137.96      0.73     -95.8      84.6       1.7      -4.6      -3.6       1.2 
   24.86    140.51     -4.86     -99.5      83.9     -11.1      -5.7      -2.5       0.3 
   23.68    143.79     -2.43    -106.0      75.7      -5.4      -4.0      -4.5      -0.2 
   25.27    140.81     -3.47     -96.1      79.7      -7.7      -7.0      -4.5      -1.2 
