     mag        RA       DEC         x         y         z        vx        vy        vz 
   22.76    239.98      1.05     -40.2     -78.0       1.5       3.7      25.6       4.4 
   22.84    243.09      2.88     -36.2     -74.0       4.0       2.7      26.7       2.3 
   19.59    243.83      8.56     -40.0     -76.1      12.6       1.8      22.2       0.9 
   23.19    255.04     -0.64     -22.0     -86.2      -1.0       5.9      21.5       2.7 
   22.84    239.75      3.26     -38.4     -77.5       5.1       0.9      20.9       4.4 
   23.07     241.6      3.99     -40.7     -76.7       5.8       6.3      26.7      -0.0 
   22.65    245.46     -4.73     -34.9     -75.5      -6.5       1.3      24.1       1.1 
   18.58    240.89      8.22     -41.9     -75.2      12.6       3.1      22.4       2.1 
   22.84    243.77      3.62     -38.0     -80.7       5.4      -0.8      21.7       5.3 
   22.96    241.33      0.56     -44.9     -68.0       0.8       2.5      21.6       6.2 
   22.07    238.46      9.49     -43.8     -68.8      14.6       1.2      22.4       0.9 
   17.68    240.71      4.06     -42.9     -74.0       5.9       3.4      25.6       3.1 
    22.9    243.66      8.23     -34.7     -74.4      12.2       2.5      25.5       1.5 
   23.11     234.8      5.68     -47.9     -63.3       8.4       3.7      25.7       3.0 
    23.0    240.63      7.86     -39.3     -68.1      11.7      -1.1      25.6       2.1 
   23.02    245.34      2.05     -33.6     -71.6       3.2       2.0      23.4       0.9 
   22.63    241.91      6.42     -40.3     -71.3       9.8       1.6      24.4       0.1 
   22.85    243.48      4.91     -38.2     -78.2       7.3       5.1      23.2       1.2 
   20.55    244.15      5.23     -39.1     -72.2       8.8       2.0      22.2       2.4 
   22.87    237.29       8.3     -42.9     -69.7      11.8       3.6      26.8      -1.2 
   23.14    242.39      1.71     -36.2     -76.7       2.4       2.4      19.9       2.7 
   23.09    244.56      -3.0     -36.4     -77.0      -4.3       1.0      26.4      -0.6 
   23.15    248.75      4.41     -31.1     -85.2       6.5       0.2      23.8       2.3 
   21.03    238.91      7.99     -44.6     -69.8      10.7       5.1      24.2       3.5 
   23.11    247.13      8.91     -34.6     -74.7      13.9       4.8      22.8       2.5 
   22.48    241.98      8.95     -43.0     -79.2      13.7       5.3      24.9       2.5 
   22.95     247.3      7.25     -32.3     -75.6      10.9       2.2      25.7       0.4 
   23.04    243.84      6.45     -35.8     -75.8       9.4       1.7      23.1       0.7 
    23.0    244.76      7.12     -36.4     -79.3      10.1       2.6      22.7       2.8 
   23.18    244.34      5.86     -36.0     -74.8       7.7       1.8      21.3       2.1 
   23.16     240.9      7.21     -38.1     -76.6      10.6       4.6      25.2       3.6 
   22.85    246.84      4.64     -32.1     -74.9       6.7       3.8      25.4       4.5 
   22.67    242.15     -1.37     -37.8     -88.5      -2.0       3.8      23.9       4.2 
   22.99    239.11      2.11     -44.6     -71.2       2.9      -2.1      22.6       0.6 
   23.13     241.2      2.87     -41.3     -78.4       4.3      -0.3      26.1      -0.4 
   23.15    247.22      8.95     -31.1     -83.3      12.8       1.6      25.5      -1.4 
   23.18    245.36     13.41     -35.1     -70.1      19.8       1.0      24.2       1.6 
    19.5    241.04       9.9     -43.3     -73.3      15.5      -0.6      23.0       3.7 
   22.54    243.77      6.22     -34.6     -80.4       9.2       6.9      21.0       4.0 
   22.97    242.08      3.64     -37.4     -78.4       5.6       1.8      23.5       2.1 
   23.01    247.54      5.46     -33.2     -75.3       8.1       4.2      26.8       1.5 
   22.63    240.53      8.46     -40.8     -71.7      13.6       0.6      25.9       5.7 
   23.03    241.65      3.48     -40.9     -78.5       4.8       4.8      24.6       4.6 
   22.89    243.93      9.02     -34.1     -80.8      13.6       1.7      25.2      -2.0 
   23.15    240.61      4.88     -41.6     -65.0       7.3       4.2      25.1       0.2 
   22.83    247.13      9.33     -34.5     -71.5      13.4       1.8      26.3       2.7 
   23.13    246.11      4.34     -31.3     -72.1       7.0       3.5      24.3       2.1 
   22.83    242.58      4.04     -39.1     -69.0       6.0      -3.4      23.0       0.1 
   22.52    245.11      4.95     -35.2     -72.6       7.8       2.2      28.4       4.3 
   22.59    241.24      4.58     -43.1     -72.4       6.3       3.7      25.7      -2.5 
   22.99    248.77       7.7     -31.0     -81.6      12.9       3.1      27.5       0.8 
   22.83    241.14      4.88     -37.4     -74.6       6.9       0.9      24.5       5.1 
   22.81    249.64     11.29     -26.1     -85.0      14.0       1.9      21.6       3.1 
   22.79    250.44     13.33     -26.1     -73.3      20.3       0.1      28.0       1.6 
   23.18    241.17       5.6     -37.2     -72.3       8.3       3.7      22.3      -1.0 
   22.91    243.26      9.54     -39.3     -71.8      13.4       2.4      27.2       4.0 
   22.98     243.1      1.99     -39.6     -70.4       3.1       0.7      25.5       3.4 
    23.1    241.51     15.81     -40.7     -77.4      24.6       3.9      27.1       4.2 
    22.7    242.75      -0.6     -40.8     -73.1      -0.8       3.3      24.6       0.0 
   23.03     240.6      4.15     -40.7     -78.0       6.1       2.7      25.6       2.2 
   22.14    245.61      8.19     -30.8     -79.0      12.3       4.2      19.9       1.5 
   22.75    241.27      8.47     -40.2     -76.9      13.4       2.9      24.9      -2.8 
    22.9    244.05     10.85     -34.4     -69.2      16.0       2.5      26.9       1.3 
   20.76    241.22      3.15     -40.2     -68.0       4.5       1.0      23.8       0.1 
